,name,price,deskripsi,isi_deksripsi
0,Sildenafil Citrate 50 mg 4 Tablet,Rp96.500 - Rp168.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi. Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi disfungsi ereksi pada pria dewasa**Sildenafil citrate 50 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, dapat disesuaikan dengan kebutuhan. Maksimal 100 mg/hari**Dikonsumsi satu jam sebelum melakukan aktivitas seksual, dapat disesuaikan dengan kebutuhan.**HARUS DENGAN RESEP DOKTER. Pasien pria yang tidak dianjurkan melakukan aktivitas seksual karena adanya penyakit KV. Pasien infark miokard, stroke, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan**Hipersensitivitas. Pasien yang menggunakan nitrat organik, baik secara reguler dan atau intermiten**Sakit kepala, rasa panas dan kemerahan pada kulit wajah, dispepsia, hidung tersumbat, gangguan penglihatan, diare, pusing, ruam kulit, ISK.**Obat Keras (Merah)**Dus, 1 Strip @ 4 Tablet**Generic Manufacturer**BPOM: GKL1433531717A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek."
1,Viagra 50 mg 1 Tablet,Rp156.800 - Rp164.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"VIAGRA merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi. Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi disfungsi ereksi pada pria dewasa**Sildenafil citrate 50 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, dapat disesuaikan dengan kebutuhan. Maksimal 100 mg/hari**Dikonsumsi satu jam sebelum melakukan aktivitas seksual, dapat disesuaikan dengan kebutuhan.**HARUS DENGAN RESEP DOKTER. Pasien pria yang tidak dianjurkan melakukan aktivitas seksual karena adanya penyakit KV. Pasien infark miokard, stroke, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat.**Pasien yang menggunakan nitrat organik intermiten dan atau regular.**Sakit kepala, rasa panas dan kemerahan pada kulit wajah, dispepsia, hidung tersumbat, gangguan penglihatan, diare, pusing, ruam kulit, ISK.**Obat Keras (Merah)**Dus, 1 Blister @ 4 Tablet Salut Selaput**Pfizer**BPOM: DKI1690401417A1"
2,Ericfil Tablet 100 mg,Rp77.100 - Rp104.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"ERICFIL merupakan obat yang digunakan untuk mengobati disfungsi ereksi. Ericfil mengandung Sildenafil citrate adalah inhibitor selektif dari siklik guanosin monofosfat (cGMP) -spesifik phosphodiesterase tipe 5 (PDE5).Obat ini menghambat fosfodiesterase tipe-5 (PDE-5) yang bertanggung jawab pada proses degradasi siklik guanosin monofosfat (cGMP) di corpus cavernosum. Penghambatan PDE-5 meningkatkan cGMP yang menghasilkan relaksasi sel otot polos pembuluh darah paru.Sildenafil citrate cepat diserap setelah pemberian oral, dengan bioavailabilitas absolut sekitar 41%. Obat ini dimetabolisme di hati (terutama oleh enzim sitokrom P-450 3A4) dan diubah menjadi metabolit aktif dengan sifat yang mirip dengan Sildenafil citrate. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Ericfil diindikasikan untuk mengobati disfungsi ereksi**Sildenafil citrate 100 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, dapat disesuaikan dengan kebutuhan. Maksimal 100 mg/hari**Dikonsumsi satu jam sebelum melakukan aktivitas seksual, dapat disesuaikan dengan kebutuhan.**HARUS DENGAN RESEP DOKTER. Pria yang tidak dianjurkan melakukan hubungan kelamin dikarenakan keadaan jantung dan pembuluh darah mereka. Pasien yang menderita infarksi miokardial, stroke, aritmia yang mengancam kehidupan dalam waktu 6 bulan. Pasien dengan hipotensi pada saat beristirahat (tekanan darah kurang dari 90/50) atau hipertensi (tekanan darah lebih dari 170/110). Penyakit gagal jantung atau arteri koroner menyebabkan angina tidak stabil. Retinitis pigmentosa.**Pasien yang menggunakan nitrat organik, baik secara teratur dan atau kadang-kadang. Hipersensitifitas.**Sakit kepala, muka merah, dispepsia, hidung tersumbat, gangguan penglihatan, ruam kulit, edema pada wajah, hipotensi postura, takikardi, palpitasi, nyeri dada, blok AV.**Obat Keras (Merah)**Dus, 1 Strip @ 4 Tablet salut selaput**Novell Pharmaceutical Laboratories**BPOM: DKL1333528917A1"
3,Cialis Tablet 10 mg,Rp197.300 - Rp203.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"CIALIS 10 MG merupakan obat dengan kandungan Tadalafil. Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru. Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.**Tadalafil 10 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari, diberikan 30 menit sebelum aktivitas seksual. Benign prostatic hyperplasia: 5 mg, 1 kali per hari. Pulmonary arterial hypertension: 40 mg, 1 kali per hari.**Diberikan sebelum atau setelah makan**HARUS DENGAN RESEP DOKTER. konsumsi alkohol, mengemudi, terapi pada pasien dengan gangguan ginjal berat (CrCl <30 mL/menit), termasuk hemodialisis dihindari bila digunakan untuk PAH (pulmonary arterial hypertension), dan tidak direkomendasikan untuk BPH dan DE (dosis harian reguler). Tidak dianjurkan pada pasien dengan gangguan hati berat.**Pemberian bersama dengan nitrat oksida, nitrat organik, atau nitrit organik dalam bentuk sediaan apapun: pria yang tidak dianjurkan untuk melakukan hubungan seks akibat penyakit KV tidak stabil yang dideritanya;**Sakit kepala, pusing, dispepsia, nyeri punggung, hidung tersumbat (kongesti nasal), sensasi panas dan kemerahan pada kulit, mialgia, palpitasi, penglihatan kabur.**Obat Keras (Merah)**Dus, 2 Blister @ 2 Tablet Salut Selaput**Pyridam Farma**BPOM: DKI1973401817C1"
4,Ericfil 50 mg Odf,Rp36.500 - Rp44.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"ERICFIL 50 MG ODF merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria (disfungsi ereksi). Obat ini mengandung Sildenafil Citrate, yaitu suatu zat yang termasuk ke dalam golongan PDE-5 Inhibitor yang bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual. Ericfil memiliki bentuk sediaan Oral Dissolving Film (ODF). Bentuk sediaan ODF ini, memiliki bentuk yang tipis dan fleksibel, sehingga memudahkan dalam penyimpanan dan nyaman digunakan oleh pasien yang mengalami kesulitan menelan tablet. Selain itu, bentuk sediaan ODF mudah untuk menempel pada rongga mulut, cepat terdisolusi (larut) tanpa menggunakan air, dan rapid release. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi disfungsi ereksi pada pria dewasa**Sildenafil Citrate 50 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, Namun Sildenafil dapat dikonsumsi mulai dari 4 jam hingga 30 menit sebelum aktivitas seksual. Maksimal 100 mg/hari. Frekuensi takaran maksimal yang disarankan adalah sekali per hari.**Cara penggunaan Ericfil ODF: 1. Buka kemasan dari bagian atas. 2. Tarik kemasan secara perlahan. 3. Letakan ODF di atas lidah dan biarkan larut, dapat dikonsumsi bersama air atau tanpa air. Dikonsumsi satu jam sebelum melakukan aktivitas seksual, atau dapat disesuaikan dengan kebutuhan.**Hati-hati penggunaan obat in pada pasien dengan riwayat gangguan kardiovaskular, pasien hipotensi akibat nitrate, pasien dengan riwayat stroke.**Hipersensitif terhadap komponen VIASTAR BLUE 50 MG TABLET. Pasien dengan gangguan kardiovaskular yang berat, misalnya: pasien angina tidak stabil atau gagal jantung berat. Pengguna rutin zat Nitric Oxide/ Cyclic Guanosine Monophosphate (cGMP) karena dapat menyebabkan hipotensi. Pengguna obat golongan PDE5 inhibitor lainnya ternasuk Sildenafil dengan Guanylate Cyclase Stimulator seperti Riociguat dapat menyebabkan terjadinya hipotensi simptomatik. Pasien dengan yang mengalami kehilangan penglihatan pada salah satu matanya akibat anterior non-arteritik ischemic optic neuropathy (NAION). Penderita gangguan hati berat, hipotensi (tekanan darah <90/50 mmHg), riwayat stroke atau infark miokard, dan kelainan retina degeneratif herediter misalnya: retinitis pigmentosa.**Sakit kepala, rasa panas dan kemerahan pada kulit wajah, dispepsia, hidung tersumbat, gangguan penglihatan, diare, pusing, ruam kulit, ISK**Obat Keras (Merah)**Dus, 4 Strip @ 1 ODF**Novell Pharmaceutical Laboratories**BPOM: DKL2233554519A1"
5,Sildenafil Citrate 100 mg 4 Tablet,Rp124.400 - Rp248.700,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi. Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi disfungsi ereksi pada pria dewasa**Sildenafil Citrate 100 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, dapat disesuaikan dengan kebutuhan. Maksimal 100 mg/hari**Dikonsumsi satu jam sebelum melakukan aktivitas seksual, dapat disesuaikan dengan kebutuhan.**HARUS DENGAN RESEP DOKTER. Pasien pria yang tidak dianjurkan melakukan aktivitas seksual karena adanya penyakit KV. Pasien infark miokard, stroke, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan**Hipersensitivitas. Pasien yang menggunakan nitrat organik, baik secara reguler dan atau intermiten**Sakit kepala, rasa panas dan kemerahan pada kulit wajah, dispepsia, hidung tersumbat, gangguan penglihatan, diare, pusing, ruam kulit, ISK.**Obat Keras (Merah)**Dus, 1 Strip @ 4 Tablet Salut Selaput**Generic Manufacturer**BPOM: GKL1433531717B1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek."
6,Cialis 5 mg 14 Tablet,Rp697.000 - Rp716.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"CIALIS 5 MG merupakan obat dengan kandungan Tadalafil. Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru. Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.**Tadalafil 5 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari, diberikan 30 menit sebelum aktivitas seksual. Benign prostatic hyperplasia: 5 mg, 1 kali per hari. Pulmonary arterial hypertension: 40 mg, 1 kali per hari.**Diberikan sebelum atau setelah makan**HARUS DENGAN RESEP DOKTER. Digunakan dengan hati- hati pada penyakit kardiovaskular, deformasi anatomi pada penis (misalnya angulasi, fibrosis kavenosal, penyakit Peyronie, predisposisi pada ereksi yang berkepanjangan (contoh anemia sickle cell, mieloma multipel, leukemia), gangguan fungsi hati; gangguan fungsi ginjal, gangguan perdarahan, tukak peptik aktif.**Dikontraindikasikan pada terapi dengan nitrat; kelainan aktivitas seksual, infark miokardia atau stroke, hipotensif, neuropati optic iskaemi non arteritik arterior.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Sakit punggung, mialgia, dispepsia, sakit kepala, kemerahan pada wajah, pusing, mialgia, gangguan penglihatan, kongesti hidung, muntah, tekanan intraokular, reaksi hipersensitif. Reaksi hipersensitif (termasuk ruam), priapisme, mata merah nyeri.**Obat Keras (Merah)**Dus, 2 Blister @ 14 Tablet Salut**Pyridam Farma**BPOM: DKI1973401817B1"
7,Rozgra 50 mg Tablet,Rp69.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"ROZGRA 50 MG TABLET mengandung Sildenafil citrate, golongan inhibitor selektif (cGMP). Obat ini digunakan untuk mengatasi masalah disfungsi ereksi. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi disfungsi ereksi pada pria dewasa**Sildenafil citrate 50 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, dapat disesuaikan dengan kebutuhan. Maksimal 100 mg/hari**Dikonsumsi satu jam sebelum melakukan aktivitas seksual, dapat disesuaikan dengan kebutuhan.**HARUS DENGAN RESEP DOKTER.**Hipersensitif, pasien dengan gangguan kardiovaskular berat, memiliki riwayat stroke atau sedang menderita infark miokard, pasien yang memiliki gangguan retina degenarif herediter, pasien dengan hipotensi, penderita kerusakan hati berat, hipertensi, pasien dengan gangguan paru-paru dan diabetes.**Efek samping yang sering dikeluhkan antara lain sakit kepala, kemerahan, dispepsia, gangguan penglihatan, pusing, insomnia, gangguan kecemasan, vertigo, gangguan pencernaan, nyeri punggung dan infeksi saluran kemih.**Obat Keras (Merah)**Dus, 1 blister @4 tablet**Pharos**BPOM: DKL1121635217A1"
8,Viagra 100 mg 1 Tablet,Rp196.100 - Rp237.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"VIAGRA merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi. Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi disfungsi ereksi pada pria dewasa**Sildenafil citrate 100 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 50 mg diberikan sesuai kebutuhan 1 jam sebelum aktivitas seksual, dapat disesuaikan dengan kebutuhan. Maksimal 100 mg/hari**Dikonsumsi satu jam sebelum melakukan aktivitas seksual, dapat disesuaikan dengan kebutuhan.**HARUS DENGAN RESEP DOKTER. Pasien pria yang tidak dianjurkan melakukan aktivitas seksual karena adanya penyakit KV. Pasien infark miokard, stroke, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat.**Pasien yang menggunakan nitrat organik intermiten dan atau regular.**Sakit kepala, rasa panas dan kemerahan pada kulit wajah, dispepsia, hidung tersumbat, gangguan penglihatan, diare, pusing, ruam kulit, ISK.**Obat Keras (Merah)**Dus, 1 Blister @ 4 Tablet Salut Selaput**Pfizer**BPOM: DKI1690401417B1"
9,Cialis Tablet 20 mg,Rp245.800 - Rp252.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"CIALIS 20 MG merupakan obat dengan kandungan Tadalafil. Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru. Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.**Tadalafil 20 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari, diberikan 30 menit sebelum aktivitas seksual. Benign prostatic hyperplasia: 5 mg, 1 kali per hari. Pulmonary arterial hypertension: 40 mg, 1 kali per hari.**Diberikan sebelum atau setelah makan**HARUS DENGAN RESEP DOKTER. Konsultasikan pada dokter anda apabila memiliki kondisi sebagai berikut: Retinitis pigmentosa, Aortic stenosis, Hyperthrophic obstructive cardiomyopathy, deformasi penis, anemia bulan sabit, Myeloma multiple, leukemia, gangguan perdarahan, tukak lambung, gangguan ginjal dan hati, kehamilan dan menyusui.**Hipotensi, gangguan fungsi jantung, infark miokard akut, stroke, aritmia, angina tidak stabil, gangguan fungsi ginjal, penggunaan bersamaan dengan obat golongan nitrat, NOS, dan guanylate cyclase stimulator.**Sakit kepala, pusing, dispepsia, nyeri punggung, hidung tersumbat (kongesti nasal), sensasi panas dan kemerahan pada kulit, mialgia, palpitasi, penglihatan kabur.**Obat Keras (Merah)**Dus, 1 Blister @ 2 Tablet Salut Selaput**Pyridam Farma**BPOM: DKI1973401817D1"
