,name,price,deskripsi,isi_deksripsi
0,Atorvastatin 40 mg 6 Tablet,Rp1.400 - Rp37.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"ATORVASTATIN 40 MG adalah obat generik penurun kadar kolesterol dalam darah. Atorvastatin merupakan jenis obat golongan penghambat HMG-CoA reduktase atau disebut statin. Obat ini digunakan sebagai tambahan diet untuk menurunkan peningkatan kolesterol total, kolesterol LDL, apo-B & trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran) & hiperkolesterolemia familial heterozigot & homozigot bila respons terhadap diet & tindakan nonfarmakologis lainnya tidak adekuat. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Sebagai terapi tambahan di samping diet, untuk menurunkan kolesterol total, kolesterol LDL, apolipoprotein-B, dan kadar trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran), serta hiperkolesterolemia familial heterozigot dan homozigot, bila diet dan penatalaksanaan non-farmakologik lainnya kurang berhasil.**Atorvastatin Calcium Trihydrate 40 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis awal yang biasa diberikan adalah 10 mg 1 kali sehari. Rentang dosis adalah antara 10-80 mg sekali sehari. Hypercholesterolemia primer dan hyperlipidemia campuran: 10 mg, diberikan 1 kali sehari. Familial hypercholesterolemia homozigot: 10-80 mg per hari. Familial hypercholesterolemia heterozigot pada pasien anak-anak (10-17 tahun): dosis awal yang direkomendasikan adalah 10 mg/hari, dosis maksimum yang direkomendasikan adalah 20 mg/hari. Penyesuaian harus dilakukan pada interval 4 minggu. Kombinasi dg siklosporin, telaprevir, atau kombinasi tipranavir/ritonavir: Dosis tidak boleh melebihi 10 mg.**HARUS DENGAN RESEP DOKTER. Pasien yang memberikan tanda atau gejala yang mengarah pada kerusakan hati harus melakukan tes fungsi hati. Pasien dengan kondisi serius yang akut mengarah pada miopatia atau memiliki faktor risiko yang mempengaruhi pada perkembangan menjadi gagal ginjal sekunder dari rhabdomyolysis harus menunda atau menghentikan terapi sementara. Pasien dengan stroke hemoragi pada saat awal pengobatan tampak memiliki risiko yang lebih tinggi untuk mengalami stroke hemoragi berulang. Kategori kehamilan: Kategori X: Kontraindikasi (tidak boleh digunakan). Terdapat hasil penelitian terhadap hewan uji dan manusia yang memperlihatkan abnormalitas terhadap janin. Obat ini dikontraindikasikan untuk wanita hamil dan yang berkemungkinan untuk hamil.**Obat ini tidak boleh diberikan kepada pasien denga kondisi: Hipersensitif terhadap komponen- komponen dalam obat ini. Penyakit hati aktif atau peningkatan serum transaminase yang menetap melebihi 3 kali lipat dari batas atas normal. Ibu hamil, menyusui atau usia produktif yang tidak menggunakan alat kontrasepsi yang adekuat. Atorvastatin harus diberikan pada wanita usia subur hanya jika sangat tidak mungkin hamil dan telah diinformasikan potensi bahayanya terhadap janin.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Atorvastatin secara umum ditoleransi dengan baik. Efek samping biasanya ringan dan sementara. Efek samping umum yang terjadi adalah konstipasi, perut kembung, dispepsia, nyeri abdomen, sakit kepala, mual, mialgia, lemas. Efek samping yang mungkin terjadi diantaranya yaitu: Insomnia, sakit kepala, mual, diare, sakit perut, dispepsia, sembelit, perut kembung, mialgia, artralgia, asthenia, hipoglikemia, hiperglikemia, anoreksia, neuropati perifer, parestesia, tinitus, pankreatitis, muntah, hepatitis, ikterus kolestatik, alopecia, pruritus, ruam , miopati urtikaria, miositis, kram otot, impotensi, edema angioneurotik, malaise, angina.**Obat Keras (Merah)**Dus, 5 Strip @ 6 Tablet**Generic Manufacturer**BPOM: GKL1634604217A1* *) Obat ini merupakan obat Generik. Nomor Registrasi dapat berbeda sesuai dengan ketersediaan stock Apotek."
1,Atozet 10 mg/10 mg 10 Tablet,Rp329.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Atozet adalah obat yang mengandung bahan aktif atorvastatin dan ezetimibe. Obat ini digunakan untuk menurunkan kadar kolesterol dalam darah dan dapat membantu mencegah aterosklerosis. Obat ini bekerja dengan menghambat penyerapan kolesterol di usus kecil dan menurunkan jumlah produksi kolesterol di hati. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Digunakan untuk menurunkan kadar kolesterol dalam darah**Ezetimibe 10 mg, Atorvastatin Calcium Trihydrate 10 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER.Hiperkolesterolemia primer diberikan dengan dosis awal sebanyak 10 mg / 10 mg yang dikonsumsi 1 kali sehari atau sesuai dengan anjuran dokter. Hiperkolesterolemia familial homozigot diberikan dengan dosis 10 mg / 40 mg atau 10 mg / 80 mg yang diberikan dengan dosis 1 kali sehari atau sesuai dengan anjuran dokter.**Dapat dikonsumsi dengan dan tanpa makan**HARUS DENGAN RESEP DOKTER. Gangguan fungsi hati, mengonsumsi alkohol, wanita hamil atau menyusui.**Hipersensitif**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Mual, muntah, diare, perut kembung, nyeri otot.**Obat Keras (Merah)**Dus, 3 Blister @ 10 Tablet salut selaput**Merck Sharp Dohme Pharma**BPOM: DKI1863501217A1"
2,Atozet 10 mg/20 mg 10 Tablet,Rp318.100 - Rp329.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Atozet 10 mg / 20 mg adalah obat yang mengandung bahan aktif atorvastatin dan ezetimibe. Obat ini digunakan untuk menurunkan kadar kolesterol dalam darah dan dapat membantu mencegah aterosklerosis. Cara kerja obat ini adalah dengan menghambat penyerapan kolesterol di usus kecil dan menurunkan jumlah produksi kolesterol di hati.Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Digunakan untuk menurunkan kadar kolesterol dalam darah**Ezetimibe 10 mg, Atorvastatin Calcium Trihydrate 20 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Hiperkolesterolemia primer diberikan dengan dosis awal sebanyak 10 mg / 10 mg yang dikonsumsi 1 kali sehari atau sesuai dengan anjuran dokter. Hiperkolesterolemia familial homozigot diberikan dengan dosis 10 mg / 40 mg atau 10 mg / 80 mg yang diberikan dengan dosis 1 kali sehari atau sesuai dengan anjuran dokter.**Dapat dikonsumsi dengan dan tanpa makan**HARUS DENGAN RESEP DOKTER. Gangguan fungsi hati, mengonsumsi alkohol, wanita hamil atau menyusui.**Hipersensitif**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Mual, muntah, diare, perut kembung, nyeri otot.**Obat Keras (Merah)**Dus, 3 Blister @ 10 Tablet salut selaput**Merck Sharp Dohme Pharma**BPOM: DKI1863501217B1"
3,Avesco 10 mg 10 Kaplet,Rp24.000 - Rp59.800,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Avesco adalah obat yang mengandung Atorvastatin. Atorvastatin merupakan jenis obat golongan penghambat HMG-CoA reduktase atau disebut statin. Obat ini digunakan sebagai tambahan diet untuk menurunkan peningkatan kolesterol total, kolesterol LDL, apo-B & trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran) & hiperkolesterolemia familial heterozigot & homozigot bila respons terhadap diet & tindakan nonfarmakologis lainnya tidak adekuat. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Sebagai terapi tambahan di samping diet, untuk menurunkan kolesterol total, kolesterol LDL, apolipoprotein-B, dan kadar trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran), serta hiperkolesterolemia familial heterozigot dan homozigot, bila diet dan penatalaksanaan non-farmakologik lainnya kurang berhasil.**Atorvastatin Calcium Trihydrate 10 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis awal yang biasa diberikan adalah 10 mg 1 kali sehari. Rentang dosis adalah antara 10-80 mg sekali sehari. Hypercholesterolemia primer dan hyperlipidemia campuran: 10 mg, diberikan 1 kali sehari. Familial hypercholesterolemia homozigot: 10-80 mg per hari. Familial hypercholesterolemia heterozigot pada pasien anak-anak (10-17 tahun): dosis awal yang direkomendasikan adalah 10 mg/hari, dosis maksimum yang direkomendasikan adalah 20 mg/hari. Penyesuaian harus dilakukan pada interval 4 minggu. Kombinasi dg siklosporin, telaprevir, atau kombinasi tipranavir/ritonavir: Dosis tidak boleh melebihi 10 mg.**Diminum sebelum atau sesudah makan**HARUS DENGAN RESEP DOKTER. Pasien yang memberikan tanda atau gejala yang mengarah pada kerusakan hati harus melakukan tes fungsi hati. Pasien dengan kondisi serius yang akut mengarah pada miopatia atau memiliki faktor risiko yang mempengaruhi pada perkembangan menjadi gagal ginjal sekunder dari rhabdomyolysis harus menunda atau menghentikan terapi sementara. Pasien dengan stroke hemoragi pada saat awal pengobatan tampak memiliki risiko yang lebih tinggi untuk mengalami stroke hemoragi berulang. Kategori kehamilan: Kategori X: Kontraindikasi (tidak boleh digunakan). Terdapat hasil penelitian terhadap hewan uji dan manusia yang memperlihatkan abnormalitas terhadap janin. Obat ini dikontraindikasikan untuk wanita hamil dan yang berkemungkinan untuk hamil.**Obat ini tidak boleh diberikan kepada pasien denga kondisi: Hipersensitif terhadap komponen- komponen dalam obat ini. Penyakit hati aktif atau peningkatan serum transaminase yang menetap melebihi 3 kali lipat dari batas atas normal. Ibu hamil, menyusui atau usia produktif yang tidak menggunakan alat kontrasepsi yang adekuat. Atorvastatin harus diberikan pada wanita usia subur hanya jika sangat tidak mungkin hamil dan telah diinformasikan potensi bahayanya terhadap janin.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Atorvastatin secara umum ditoleransi dengan baik. Efek samping biasanya ringan dan sementara. Efek samping umum yang terjadi adalah konstipasi, perut kembung, dispepsia, nyeri abdomen, sakit kepala, mual, mialgia, lemas. Efek samping yang mungkin terjadi diantaranya yaitu: Insomnia, sakit kepala, mual, diare, sakit perut, dispepsia, sembelit, perut kembung, mialgia, artralgia, asthenia, hipoglikemia, hiperglikemia, anoreksia, neuropati perifer, parestesia, tinitus, pankreatitis, muntah, hepatitis, ikterus kolestatik, alopecia, pruritus, ruam , miopati urtikaria, miositis, kram otot, impotensi, edema angioneurotik, malaise, angina.**Obat Keras (Merah)**Dus, 3 Strip @ 10 Kaplet**Escolab**BPOM: DKL1302505209A1"
4,Avesco 20 mg 10 Kaplet,Rp20.800 - Rp91.200,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Avesco adalah obat yang mengandung Atorvastatin. Atorvastatin merupakan jenis obat golongan penghambat HMG-CoA reduktase atau disebut statin. Obat ini digunakan sebagai tambahan diet untuk menurunkan peningkatan kolesterol total, kolesterol LDL, apo-B & trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran) & hiperkolesterolemia familial heterozigot & homozigot bila respons terhadap diet & tindakan nonfarmakologis lainnya tidak adekuat. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Sebagai terapi tambahan di samping diet, untuk menurunkan kolesterol total, kolesterol LDL, apolipoprotein-B, dan kadar trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran), serta hiperkolesterolemia familial heterozigot dan homozigot, bila diet dan penatalaksanaan non-farmakologik lainnya kurang berhasil.**Atorvastatin Calcium Trihydrate 20 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis awal yang biasa diberikan adalah 10 mg 1 kali sehari. Rentang dosis adalah antara 10-80 mg sekali sehari. Hypercholesterolemia primer dan hyperlipidemia campuran: 10 mg, diberikan 1 kali sehari. Familial hypercholesterolemia homozigot: 10-80 mg per hari. Familial hypercholesterolemia heterozigot pada pasien anak-anak (10-17 tahun): dosis awal yang direkomendasikan adalah 10 mg/hari, dosis maksimum yang direkomendasikan adalah 20 mg/hari. Penyesuaian harus dilakukan pada interval 4 minggu. Kombinasi dg siklosporin, telaprevir, atau kombinasi tipranavir/ritonavir: Dosis tidak boleh melebihi 10 mg.**Diminum sebelum atau sesudah makan**HARUS DENGAN RESEP DOKTER. Pasien yang memberikan tanda atau gejala yang mengarah pada kerusakan hati harus melakukan tes fungsi hati. Pasien dengan kondisi serius yang akut mengarah pada miopatia atau memiliki faktor risiko yang mempengaruhi pada perkembangan menjadi gagal ginjal sekunder dari rhabdomyolysis harus menunda atau menghentikan terapi sementara. Pasien dengan stroke hemoragi pada saat awal pengobatan tampak memiliki risiko yang lebih tinggi untuk mengalami stroke hemoragi berulang. Kategori kehamilan: Kategori X: Kontraindikasi (tidak boleh digunakan). Terdapat hasil penelitian terhadap hewan uji dan manusia yang memperlihatkan abnormalitas terhadap janin. Obat ini dikontraindikasikan untuk wanita hamil dan yang berkemungkinan untuk hamil.**Obat ini tidak boleh diberikan kepada pasien denga kondisi: Hipersensitif terhadap komponen- komponen dalam obat ini. Penyakit hati aktif atau peningkatan serum transaminase yang menetap melebihi 3 kali lipat dari batas atas normal. Ibu hamil, menyusui atau usia produktif yang tidak menggunakan alat kontrasepsi yang adekuat. Atorvastatin harus diberikan pada wanita usia subur hanya jika sangat tidak mungkin hamil dan telah diinformasikan potensi bahayanya terhadap janin.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Atorvastatin secara umum ditoleransi dengan baik. Efek samping biasanya ringan dan sementara. Efek samping umum yang terjadi adalah konstipasi, perut kembung, dispepsia, nyeri abdomen, sakit kepala, mual, mialgia, lemas. Efek samping yang mungkin terjadi diantaranya yaitu: Insomnia, sakit kepala, mual, diare, sakit perut, dispepsia, sembelit, perut kembung, mialgia, artralgia, asthenia, hipoglikemia, hiperglikemia, anoreksia, neuropati perifer, parestesia, tinitus, pankreatitis, muntah, hepatitis, ikterus kolestatik, alopecia, pruritus, ruam , miopati urtikaria, miositis, kram otot, impotensi, edema angioneurotik, malaise, angina.**Obat Keras (Merah)**Dus, 3 Strip @ 10 Tablet**Escolab**BPOM: DKL1302505209B1"
5,Avesco 40 mg 10 Kaplet,Rp32.600 - Rp145.900,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Avesco adalah obat yang mengandung Atorvastatin. Atorvastatin merupakan jenis obat golongan penghambat HMG-CoA reduktase atau disebut statin. Obat ini digunakan sebagai tambahan diet untuk menurunkan peningkatan kolesterol total, kolesterol LDL, apo-B & trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran) & hiperkolesterolemia familial heterozigot & homozigot bila respons terhadap diet & tindakan nonfarmakologis lainnya tidak adekuat. Dalam penggunaan obat ini HARUS SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Sebagai terapi tambahan di samping diet, untuk menurunkan kolesterol total, kolesterol LDL, apolipoprotein-B, dan kadar trigliserida pada pasien dengan hiperkolesterolemia primer, hiperlipidemia kombinasi (campuran), serta hiperkolesterolemia familial heterozigot dan homozigot, bila diet dan penatalaksanaan non-farmakologik lainnya kurang berhasil.**Atorvastatin Calcium Trihydrate 40 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis awal yang biasa diberikan adalah 10 mg 1 kali sehari. Rentang dosis adalah antara 10-80 mg sekali sehari. Hypercholesterolemia primer dan hyperlipidemia campuran: 10 mg, diberikan 1 kali sehari. Familial hypercholesterolemia homozigot: 10-80 mg per hari. Familial hypercholesterolemia heterozigot pada pasien anak-anak (10-17 tahun): dosis awal yang direkomendasikan adalah 10 mg/hari, dosis maksimum yang direkomendasikan adalah 20 mg/hari. Penyesuaian harus dilakukan pada interval 4 minggu. Kombinasi dg siklosporin, telaprevir, atau kombinasi tipranavir/ritonavir: Dosis tidak boleh melebihi 10 mg.**Diminum sebelum atau sesudah makan**HARUS DENGAN RESEP DOKTER. Pasien yang memberikan tanda atau gejala yang mengarah pada kerusakan hati harus melakukan tes fungsi hati. Pasien dengan kondisi serius yang akut mengarah pada miopatia atau memiliki faktor risiko yang mempengaruhi pada perkembangan menjadi gagal ginjal sekunder dari rhabdomyolysis harus menunda atau menghentikan terapi sementara. Pasien dengan stroke hemoragi pada saat awal pengobatan tampak memiliki risiko yang lebih tinggi untuk mengalami stroke hemoragi berulang. Kategori kehamilan: Kategori X: Kontraindikasi (tidak boleh digunakan). Terdapat hasil penelitian terhadap hewan uji dan manusia yang memperlihatkan abnormalitas terhadap janin. Obat ini dikontraindikasikan untuk wanita hamil dan yang berkemungkinan untuk hamil.**Obat ini tidak boleh diberikan kepada pasien dengan kondisi: Hipersensitif terhadap komponen- komponen dalam obat ini. Penyakit hati aktif atau peningkatan serum transaminase yang menetap melebihi 3 kali lipat dari batas atas normal. Ibu hamil, menyusui atau usia produktif yang tidak menggunakan alat kontrasepsi yang adekuat. Atorvastatin harus diberikan pada wanita usia subur hanya jika sangat tidak mungkin hamil dan telah diinformasikan potensi bahayanya terhadap janin.**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Atorvastatin secara umum ditoleransi dengan baik. Efek samping biasanya ringan dan sementara. Efek samping umum yang terjadi adalah konstipasi, perut kembung, dispepsia, nyeri abdomen, sakit kepala, mual, mialgia, lemas. Efek samping yang mungkin terjadi diantaranya yaitu: Insomnia, sakit kepala, mual, diare, sakit perut, dispepsia, sembelit, perut kembung, mialgia, artralgia, asthenia, hipoglikemia, hiperglikemia, anoreksia, neuropati perifer, parestesia, tinitus, pankreatitis, muntah, hepatitis, ikterus kolestatik, alopecia, pruritus, ruam , miopati urtikaria, miositis, kram otot, impotensi, edema angioneurotik, malaise, angina.**Obat Keras (Merah)**Dus, 3 Strip @ 10 Kaplet**Dipa Pharmalab Intersains**BPOM: DKL1302505209C1"
6,Borobudur Losterin 100 Kapsul,Rp64.800 - Rp88.000,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Borobudur Losterin mengandung beberapa ekstrak herbal yang berkhasiat untuk membantu mengurangi lemak dalam darah.**Membantu mengurangi lemak dalam darah.**Curcumae Rhizoma Extract : 412.5 mg Murrayae Folium Extract : 82.5 mg Guazumae Folium Extract : 55 mg**3 kali sehari @ 2 kapsul.**Sesudah makan**Sebaiknya kurangi makanan yang berlemak.**Belum terdapat data keamanan untuk obat ini**Herbal**Botol @ 100 Kapsul**Industri Jamu Borobudur**BPOM: TR042336881
7,Cholespar 10 mg 10 Tablet,Rp88.500 - Rp177.800,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Cholespar merupakan obat yang digunakan untuk mengontrol kadar kolesterol dan trigliserid (asam lemak) dalam darah pada penderita hiperlipidemia yang memiliki resiko penyakit kardiovaskular. Cholespar mengandung zat aktif Pravastatin sodium yaitu obat golongan statin atau HMG-CoA Reductase Inhibitor yang bekerja dengan menghambat enzim HMG-CoA reductase yaitu suatu enzim yang berperan dalam pembentukan kolesterol sehingga kadar kolesterol dalam darah berkurang. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Terapi zat pengubah lemak penunjang diet ketat, sebagai hiperko-lesterolemia dapat mengurangi resiko infark miokardial, mengurang resiko pasien penjalani prosedur revasularisasi miokardia, mengurangi resiko mortilitas kardiovaskuler**pravastatin sodium 10 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 1 x sehari 1 tablet**Malam, sebelum/sesudah makan**HARUS DENGAN RESEP DOKTER. Hipersensitivitas terhadap pravastatin, penyakit hati aktif**Hipersensitif, penyakit hati aktif atau peningkatan serum transaminas, wanita hamil atau menyusui**Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Mual, muntah, diare, konstipasi**Obat Keras (Merah)**1 Dos isi 3 Strip x 10 Tablet**Pharos**BPOM: DKL0121626017A1"
8,Cholespar 20 mg 10 Tablet,Rp158.000 - Rp237.100,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**Hiperkolesterolemia**Pravastatin Na 20 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 1 x sehari 1 tablet**Malam, sebelum/sesudah makan**HARUS DENGAN RESEP DOKTER. Hipersensitivitas terhadap pravastatin, penyakit hati aktif**Hipersensitif, penyakit hati aktif atau peningkatan serum transaminas, wanita hamil atau menyusui**Mual, muntah, diare, konstipasi**Obat Keras (Merah)**Dus, 3 Strip @ 10 Tablet Salut Selaput**Pharos**BPOM: DKL0121626017B1"
9,Cholestat 10 mg 10 Kaplet,Rp78.000 - Rp148.300,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"CHOLESTAT 10 MG 10 KAPLET merupakan obat yang mengandung Simvastatin, obat golongan statin. Obat ini digunakan untuk mengatasi kolesterol tinggi (hiperkolesterolemia), mengurangi risiko terjadinya gangguan kardiovaskular seperti serangan jantung dan stroke. Dalam penggunaan obat ini harus SESUAI DENGAN PETUNJUK DOKTER. Pembelian obat ini memerlukan edukasi terkait penggunaan atau pengonsumsian obat yang tepat dan aman yang akan dikenakan biaya.**Menurunkan kadar Kolesterol Total & LDL pada Hiperkolesterolemia Primer & Sekunder dimana respon terhadap diet dan terapi non-farmakologi lain tidak adekuat. Menurunkan Mortalitas total dengan menurunkan Kematian akibat penyakit Koroner/Jantung & resiko I**simvastatin 10 mg**PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa: Awalnya, 10-20 mg sekali sehari. Pasien yang membutuhkan pengurangan kolesterol dalam jumlah besar atau dengan risiko CV tinggi: Awalnya, 40 mg sekali sehari. Pasien dengan hiperkolesterolemia familial homozigot: Awalnya, 40 mg sekali sehari. Semua dosis harus diminum di malam hari. Maks: 80 mg setiap hari. Sesuaikan dosis sesuai dengan respon pasien dengan interval minimal 4 minggu. Pasien harus menjalani diet penurun kolesterol dan modifikasi gaya hidup lainnya sebelum dan selama terapi obat. Anak: Hiperkolesterolemia familial heterozigot: 10-17 tahun Awalnya, 10 mg sekali sehari. Dosis yang dianjurkan: 10-40 mg setiap hari. Sesuaikan dosis sesuai dengan tujuan terapi yang direkomendasikan dengan interval minimal 4 minggu. Semua dosis harus diminum di malam hari. Maks: 40 mg setiap hari. Pasien harus menjalani diet penurun kolesterol dan modifikasi gaya hidup lainnya sebelum dan selama terapi obat.**Malam hari sebelum tidur**HARUS DENGAN RESEP DOKTER. Gangguan hepatik akut, peningkatan sgot/sgpt tanpa penjelasan, hamil dan laktasi Kategori Kehamilan : X**Hipersensitif, wanita hamil, menyusui, penderita penyakit hati akut, penyakit ginjal, inhibitor CYP3A4 yang kuat misalnya itraconazole,ketoconazole, posaconazole,clarithromycin, erythromycin, telithromycin, nefazodone, HIV protease inhibitors (misalnya nelfinavir), boceprivir, telaprevir, gemfibrozil, ciclosporin, danazol, dan jus grapefruit (jeruk bali).**Kejang otot, mialgia, tremor, pusing, vertigo, gangguan kulit, hilangnya daya ingat**Obat Keras (Merah)**Dus, 2 strip @ 10 Kaplet**Kalbe Farma**BPOM: DKL9611624209A1"
