,name,price,deskripsi,isi_deksripsi
0,Entrasol Platinum Vanilla 150 g,Rp34.400 - Rp55.400,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Entrasol Platinum merupakan nutrisi untuk orang lanjut usia. Dengan kandungan Protein yang tinggi, membantu menjaga masa otot. Entrasol Senior juga dilengkapi dengan Ekstrak Buah Zaitun dan Pro-Fit Advance yang mendukung penuhan nutrisi gizi yang lengkap sehingga bisa digunakan sebagai pengganti makanan utama agar tetap sehat dan aktif.**1. Memenuhi kebutuhan nutrisi usia lanjut 2. Nutrisi gizi lengkap sehingga bisa menjadi pengganti makan 3. Menjaga kesehatan dan tetap aktif dalam beraktivitas 4. Menjaga kesehatan kardiovaskular 5. Membantu menangkal radikal bebas**Produk Konsumen**Box @ 150 g**Sanghiang Perkasa**BPOM: MD 805010351281"
1,Milo Active-Go UHT 180 ml,Rp5.300 - Rp6.600,Deskripsi**Indikasi Umum**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Milo Active-Go merupakan minuman kemasan siap minum yang mengandung susu dan coklat untuk mendukung aktivitas sepanjang hari. Minuman mengandung Protomalt, diperkaya dengan vitamin B1, B2, B3, serta Kalsium dan Fosfor untuk mendukung aktivitas sepanjang hari.**Susu dalam kemasan siap minum dengan rasa cokelat**Produk Konsumen**Karton laminat @ 180 ml**Nestle**BPOM: MD400913025007"
2,Susu Steril Tujuh Kurma 200 ml,Rp11.200 - Rp11.900,Deskripsi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Susu Steril Tujuh Kurma Susu dibuat dari susu sapi berkualitas dengan rasa buah kurma, proses highenies dan sterilisasi untuk memastikan kualitas susu tetap terjaga baik dan dipadukan dengan Buah Kurma Pilihan yang penuh manfaat bagi Anda dan Keluarga.**Produk Konsumen**Botol @ 200 ml**Mayora Indah Tbk**BPOM: MD500310023036"
3,Appeton 60 Plus Rasa Vanilla 400 g,Rp248.400 - Rp468.800,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"Susu untuk usia 60 tahun keatas, membantu penyerapan protein, mengurangi resiko kekurangan nutrisi**Protein 30 g, fat 10 g, carbohydrate 52 g (including fibre 5.6 g), ash 5 g, moisture 3 g, lysine 2.76 g, vitamin A 3000 IU, vitamin B1 0.8 mg, vitamin B2 0.8 mg, vitamin B6 1 mg, vitamin B12 3.5 mcg, vitamin C 45 mg, vitamin D 300 iu, vitamin E 10 IU, niacin 8 mg, pantothenic acid 5 mg, folic acid 300 mcg, biotin 50 mcg, choline 50 mg, Na 660 mg, K 650 mg, Ca 1,500 mg, Cl 1000 mg, Fe 8 mg, phosphorus 650 mg, Mg 100 mg, Zn 5.5 mg, copper 550 mg**2-3 x sehari**larutkan 40g-50g (3 - 4 sendok) ke dalam 300 ml air hangat. Diminum 1 jam sesudah makan**Produk Konsumen**Kaleng 450 g X 1**Biomed"
4,Appeton 60+ Vanilla 900 g,Rp464.400 - Rp935.900,Indikasi Umum**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,susu penambah berat badan yang mengandung vitamin dan mineral untuk usia 60 tahun ke atas**2-3 x sehari**larutkan 40g-50g (3 - 4 sendok) ke dalam 300 ml air hangat. Diminum 1 jam sesudah makan**Produk Konsumen**Kaleng 900 g x 1**Biomed
5,Entrasol Active Chocolate 160 g,Rp28.700 - Rp43.500,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Melindungi organ tubuh dari Penyakit Degeneratif (osteoporosis, penyakit jantung koroner, rematik, cepat lelah, dll) sehingga hidup sehat aktif.**Susu skim, maltodekstrin, susu mentega, minyak nabati, inulin, sorbitol (2.33 g/saji), bubuk kopi, bubuk coklat, perisa (kopi, vanilla), garam, sukralosa (4.91 mg/saji), vitamin dan premiks mineral.**2 gelas/hari dan penuhi 100% AKG (Angka kecukupan gizi) dari Kalsium, Vitamin B1, B2, B6**3 sdm (35 gr) + 200 ml Air hangat.**Habiskan isinya dalam waktu kurang dari 1 bulan. Jangan dikonsumsi bila terjadi perubahan yang mencolok pada aroma, rasa atau warna.**-**-**Produk Konsumen**Dus 160 G**Sanghiang Perkasa**BPOM: MD803110028281"
6,Entrasol Active Chocolate 360 g,Rp70.000 - Rp84.500,Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur,"Melindungi organ tubuh dari Penyakit Degeneratif (osteoporosis, penyakit jantung koroner, rematik, cepat lelah, dll) sehingga hidup sehat aktif.**3 sdm (35 gr) + 200 ml Air hangat.**Habiskan isinya dalam waktu kurang dari 1 bulan. Jangan dikonsumsi bila terjadi perubahan yang mencolok pada aroma, rasa atau warna.**Produk Konsumen**Dus 360 G**Sanghiang Perkasa"
7,Entrasol Active Vanila 360 g,Rp50.300 - Rp86.500,Golongan Produk**Manufaktur,Produk Konsumen**Sanghiang Perkasa
8,Entrasol Active Vanilla Latte 160 g,Rp31.700 - Rp43.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Melindungi organ tubuh dari Penyakit Degeneratif (osteoporosis, penyakit jantung koroner, rematik, cepat lelah, dll) sehingga hidup sehat aktif.**Susu skim, maltodekstrin, susu mentega, minyak nabati, inulin, sorbitol (2.33 g/saji), bubuk kopi, bubuk coklat, perisa (kopi, vanilla), garam, sukralosa (4.91 mg/saji), vitamin dan premiks mineral.**2 gelas/hari dan penuhi 100% AKG (Angka kecukupan gizi) dari Kalsium, Vitamin B1, B2, B6**3 sdm (35 gr) + 200 ml Air hangat.**Habiskan isinya dalam waktu kurang dari 1 bulan. Jangan dikonsumsi bila terjadi perubahan yang mencolok pada aroma, rasa atau warna.**-**-**Produk Konsumen**Dus 160 G**Sanghiang Perkasa**BPOM: MD400910646281"
9,Entrasol Gold Cokelat 175 g,Rp30.700 - Rp50.700,Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Untuk usia 51 tahun ke atas agar tetap aktif dan sehat**Hi Calcium, Omega 3&6, Vitamin C, Vitamin E, Selenium, vitamin, dan mineral**Sesuai kebutuhan**Seperti pada penyajian susu biasa**Produk Konsumen**Dos 185 g**Sanghiang Perkasa**BPOM: MD803110040281"
